ano,sigla_uf,id_municipio,id_municipio_tse,situacao_biometria,zona,secao,genero,estado_civil,grupo_idade,instrucao,eleitores,eleitores_biometria,eleitores_deficiencia,eleitores_inclusao_nome_social
2022,PB,2507507,20516,biometrico,76,183,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,280,feminino,solteiro(a),20 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,306,feminino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,326,masculino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,194,feminino,solteiro(a),17 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,362,masculino,solteiro(a),16 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,1,170,feminino,solteiro(a),16 anos,le e escreve,1,0,0,0
2022,PB,2507507,20516,biometrico,77,23,feminino,casado(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,183,masculino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,104,feminino,solteiro(a),16 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,392,masculino,solteiro(a),16 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,99,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,237,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,150,masculino,casado(a),50 a 54 anos,analfabeto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,388,masculino,divorciado(a),35 a 39 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,173,masculino,solteiro(a),18 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,64,301,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,140,feminino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,402,masculino,solteiro(a),20 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,298,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,552,feminino,solteiro(a),20 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,552,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,305,masculino,solteiro(a),20 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,64,66,masculino,solteiro(a),21 a 24 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,269,masculino,divorciado(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,671,feminino,solteiro(a),30 a 34 anos,ensino superior incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,70,174,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,66,feminino,solteiro(a),20 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,43,feminino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,193,feminino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,294,feminino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,339,masculino,solteiro(a),19 anos,ensino medio incompleto,5,0,0,0
2022,PB,2507507,20516,biometrico,1,131,masculino,solteiro(a),16 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,282,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,82,feminino,divorciado(a),30 a 34 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,273,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,421,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,297,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,375,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,159,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,71,feminino,solteiro(a),16 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,324,feminino,solteiro(a),19 anos,ensino medio completo,4,0,0,0
2022,PB,2507507,20516,biometrico,77,324,feminino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,204,masculino,solteiro(a),55 a 59 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,68,feminino,solteiro(a),21 a 24 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,163,masculino,casado(a),85 a 89 anos,ensino superior completo,1,0,1,0
2022,PB,2507507,20516,biometrico,64,475,feminino,solteiro(a),18 anos,ensino medio incompleto,5,0,0,0
2022,PB,2507507,20516,biometrico,76,188,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,130,feminino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,468,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,291,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,19,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,169,feminino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,70,522,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,580,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,327,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,261,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,398,feminino,solteiro(a),16 anos,ensino medio incompleto,9,0,0,0
2022,PB,2507507,20516,biometrico,77,403,masculino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,145,feminino,casado(a),25 a 29 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,20,feminino,solteiro(a),17 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,1,119,feminino,solteiro(a),16 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,381,feminino,divorciado(a),30 a 34 anos,ensino fundamental completo,1,0,1,0
2022,PB,2507507,20516,biometrico,77,65,feminino,casado(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,193,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,374,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,323,feminino,solteiro(a),20 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,234,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,672,masculino,solteiro(a),35 a 39 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,254,masculino,solteiro(a),40 a 44 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,558,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,326,masculino,solteiro(a),21 a 24 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,207,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,85,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,16,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,387,masculino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,397,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,665,masculino,solteiro(a),18 anos,ensino medio completo,7,0,0,0
2022,PB,2507507,20516,biometrico,1,262,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,124,masculino,solteiro(a),16 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,324,masculino,solteiro(a),60 a 64 anos,analfabeto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,23,feminino,viuvo(a),80 a 84 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,337,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,219,feminino,solteiro(a),40 a 44 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,227,feminino,solteiro(a),21 a 24 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,143,masculino,solteiro(a),25 a 29 anos,analfabeto,1,0,1,0
2022,PB,2507507,20516,biometrico,1,194,masculino,solteiro(a),18 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,13,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,171,feminino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,13,feminino,solteiro(a),20 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,336,feminino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,382,masculino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,386,masculino,solteiro(a),21 a 24 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,77,205,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,102,masculino,solteiro(a),16 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,40,masculino,casado(a),35 a 39 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,275,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,303,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,367,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,157,masculino,solteiro(a),21 a 24 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,485,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,77,396,feminino,solteiro(a),20 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,95,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,35,masculino,solteiro(a),18 anos,ensino medio incompleto,5,0,0,0
2022,PB,2507507,20516,biometrico,64,470,masculino,solteiro(a),25 a 29 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,161,masculino,casado(a),50 a 54 anos,le e escreve,1,0,1,0
2022,PB,2507507,20516,biometrico,70,224,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,396,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,89,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,408,masculino,solteiro(a),20 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,36,feminino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,113,masculino,solteiro(a),17 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,85,masculino,casado(a),70 a 74 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,399,feminino,solteiro(a),65 a 69 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,171,feminino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,51,feminino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,145,feminino,solteiro(a),17 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,63,masculino,solteiro(a),19 anos,ensino medio completo,2,0,1,0
2022,PB,2507507,20516,biometrico,1,98,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,245,feminino,solteiro(a),35 a 39 anos,analfabeto,1,0,1,0
2022,PB,2507507,20516,biometrico,77,388,masculino,solteiro(a),19 anos,ensino medio completo,10,0,0,0
2022,PB,2507507,20516,biometrico,1,39,masculino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,319,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,145,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,164,feminino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,650,masculino,solteiro(a),45 a 49 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,329,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,41,masculino,solteiro(a),17 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,1,199,masculino,solteiro(a),16 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,177,feminino,viuvo(a),50 a 54 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,394,masculino,solteiro(a),16 anos,ensino medio incompleto,7,0,0,1
2022,PB,2507507,20516,biometrico,77,18,masculino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,410,masculino,casado(a),25 a 29 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,346,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,76,43,masculino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,89,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,445,feminino,solteiro(a),25 a 29 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,126,masculino,solteiro(a),16 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,1,125,feminino,viuvo(a),70 a 74 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,125,feminino,solteiro(a),20 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,321,feminino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,5,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,395,feminino,solteiro(a),16 anos,ensino fundamental completo,3,0,0,0
2022,PB,2507507,20516,biometrico,64,57,feminino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,270,feminino,solteiro(a),18 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,41,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,398,masculino,solteiro(a),35 a 39 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,664,feminino,solteiro(a),17 anos,ensino medio incompleto,16,0,0,0
2022,PB,2507507,20516,biometrico,70,561,feminino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,125,feminino,solteiro(a),16 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,125,masculino,solteiro(a),40 a 44 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,125,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,12,feminino,solteiro(a),17 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,206,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,454,masculino,divorciado(a),45 a 49 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,345,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,124,masculino,divorciado(a),50 a 54 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,389,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,333,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,90,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,77,321,masculino,solteiro(a),18 anos,ensino fundamental incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,70,668,feminino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,124,feminino,casado(a),45 a 49 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,124,feminino,solteiro(a),18 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,603,masculino,solteiro(a),18 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,76,396,masculino,solteiro(a),20 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,401,masculino,solteiro(a),18 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,77,94,feminino,solteiro(a),16 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,77,284,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,404,feminino,solteiro(a),17 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,223,feminino,solteiro(a),18 anos,ensino medio completo,5,0,0,0
2022,PB,2507507,20516,biometrico,70,643,feminino,solteiro(a),17 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,184,masculino,solteiro(a),35 a 39 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,299,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,45,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,39,masculino,solteiro(a),20 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,160,feminino,solteiro(a),18 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,462,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,76,221,feminino,solteiro(a),21 a 24 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,177,masculino,solteiro(a),16 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,161,feminino,solteiro(a),18 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,77,270,masculino,casado(a),55 a 59 anos,analfabeto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,404,feminino,solteiro(a),20 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,77,163,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,282,feminino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,155,feminino,viuvo(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,657,feminino,divorciado(a),40 a 44 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,160,feminino,solteiro(a),18 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,77,118,masculino,solteiro(a),21 a 24 anos,ensino fundamental incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,1,84,masculino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,214,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,172,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,125,feminino,solteiro(a),19 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,70,512,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,512,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,402,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,203,feminino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,301,masculino,solteiro(a),21 a 24 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,76,299,feminino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,357,masculino,solteiro(a),19 anos,ensino medio completo,4,0,1,0
2022,PB,2507507,20516,biometrico,76,46,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,327,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,44,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,93,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,395,feminino,solteiro(a),17 anos,le e escreve,1,0,0,0
2022,PB,2507507,20516,biometrico,76,313,feminino,solteiro(a),45 a 49 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,354,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,131,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,391,feminino,solteiro(a),20 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,284,masculino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,1,42,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,303,masculino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,303,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,303,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,294,masculino,divorciado(a),45 a 49 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,299,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,264,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,1,0
2022,PB,2507507,20516,biometrico,70,659,feminino,solteiro(a),16 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,42,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,317,masculino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,130,masculino,solteiro(a),17 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,301,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,301,feminino,solteiro(a),18 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,43,feminino,casado(a),65 a 69 anos,analfabeto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,301,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,513,masculino,solteiro(a),18 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,70,513,masculino,solteiro(a),20 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,513,masculino,solteiro(a),21 a 24 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,294,feminino,casado(a),65 a 69 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,389,feminino,solteiro(a),20 anos,ensino fundamental incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,354,feminino,solteiro(a),17 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,41,feminino,solteiro(a),17 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,41,feminino,solteiro(a),17 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,64,76,feminino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,391,feminino,divorciado(a),50 a 54 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,299,feminino,casado(a),30 a 34 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,153,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,246,masculino,divorciado(a),35 a 39 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,392,masculino,solteiro(a),19 anos,ensino medio incompleto,5,0,0,0
2022,PB,2507507,20516,biometrico,1,168,masculino,solteiro(a),20 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,77,106,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,526,masculino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,259,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,299,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,36,masculino,solteiro(a),18 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,64,425,masculino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,130,masculino,solteiro(a),17 anos,ensino medio completo,1,0,0,0
