ano,sigla_uf,id_municipio,id_municipio_tse,situacao_biometria,zona,secao,genero,estado_civil,grupo_idade,instrucao,eleitores,eleitores_biometria,eleitores_deficiencia,eleitores_inclusao_nome_social
2022,PB,2507507,20516,biometrico,70,169,masculino,solteiro(a),20 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,57,feminino,solteiro(a),55 a 59 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,233,feminino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,473,masculino,solteiro(a),17 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,64,1,masculino,casado(a),45 a 49 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,221,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,284,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,200,masculino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,91,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,142,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,21,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,232,masculino,solteiro(a),40 a 44 anos,analfabeto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,36,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,558,masculino,solteiro(a),19 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,155,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,136,masculino,solteiro(a),20 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,64,427,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,342,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,472,feminino,casado(a),30 a 34 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,157,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,99,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,388,masculino,solteiro(a),55 a 59 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,171,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,13,feminino,solteiro(a),19 anos,ensino superior incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,1,339,feminino,solteiro(a),20 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,134,feminino,solteiro(a),17 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,77,388,masculino,solteiro(a),20 anos,ensino medio incompleto,6,0,1,0
2022,PB,2507507,20516,biometrico,76,238,feminino,solteiro(a),21 a 24 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,280,masculino,casado(a),40 a 44 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,159,feminino,solteiro(a),25 a 29 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,132,feminino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,200,feminino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,70,665,feminino,solteiro(a),17 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,37,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,382,masculino,solteiro(a),16 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,200,feminino,solteiro(a),20 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,119,feminino,solteiro(a),20 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,1,masculino,divorciado(a),55 a 59 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,1,feminino,solteiro(a),16 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,1,feminino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,70,152,feminino,solteiro(a),80 a 84 anos,analfabeto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,262,masculino,solteiro(a),19 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,18,feminino,viuvo(a),65 a 69 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,72,masculino,solteiro(a),20 anos,ensino medio incompleto,1,0,1,0
2022,PB,2507507,20516,biometrico,76,405,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,77,97,masculino,solteiro(a),21 a 24 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,274,feminino,solteiro(a),19 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,77,386,feminino,solteiro(a),18 anos,ensino medio completo,7,0,0,0
2022,PB,2507507,20516,biometrico,76,318,feminino,casado(a),35 a 39 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,12,masculino,solteiro(a),18 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,510,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,180,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,71,feminino,solteiro(a),18 anos,ensino superior incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,70,221,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,398,masculino,solteiro(a),18 anos,ensino superior incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,320,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,155,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,305,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,385,masculino,casado(a),35 a 39 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,104,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,449,masculino,solteiro(a),35 a 39 anos,le e escreve,1,0,0,0
2022,PB,2507507,20516,biometrico,64,71,masculino,solteiro(a),18 anos,ensino medio incompleto,5,0,0,0
2022,PB,2507507,20516,biometrico,70,632,feminino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,291,feminino,solteiro(a),21 a 24 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,7,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,43,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,387,masculino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,70,537,masculino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,261,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,1,0
2022,PB,2507507,20516,biometrico,76,384,feminino,solteiro(a),20 anos,ensino medio completo,21,0,0,0
2022,PB,2507507,20516,biometrico,1,338,masculino,solteiro(a),17 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,76,261,feminino,casado(a),55 a 59 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,338,feminino,solteiro(a),18 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,76,4,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,392,masculino,casado(a),21 a 24 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,402,feminino,solteiro(a),16 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,408,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,289,masculino,solteiro(a),21 a 24 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,332,feminino,solteiro(a),18 anos,ensino medio completo,4,0,0,0
2022,PB,2507507,20516,biometrico,64,2,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,173,masculino,casado(a),25 a 29 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,663,feminino,solteiro(a),18 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,281,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,56,feminino,solteiro(a),18 anos,ensino superior incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,77,295,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,371,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,233,masculino,solteiro(a),50 a 54 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,12,feminino,solteiro(a),19 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,76,149,masculino,divorciado(a),55 a 59 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,150,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,294,masculino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,168,masculino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,284,masculino,solteiro(a),21 a 24 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,3,masculino,solteiro(a),25 a 29 anos,le e escreve,1,0,0,0
2022,PB,2507507,20516,biometrico,76,24,feminino,solteiro(a),45 a 49 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,664,masculino,casado(a),30 a 34 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,217,feminino,solteiro(a),16 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,37,feminino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,70,673,masculino,solteiro(a),35 a 39 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,90,feminino,solteiro(a),17 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,70,582,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,262,masculino,solteiro(a),35 a 39 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,258,feminino,casado(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,118,feminino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,163,feminino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,76,92,feminino,solteiro(a),19 anos,ensino medio completo,2,0,1,0
2022,PB,2507507,20516,biometrico,64,150,feminino,solteiro(a),20 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,286,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,286,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,258,feminino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,135,feminino,solteiro(a),18 anos,ensino fundamental completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,83,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,352,masculino,solteiro(a),21 a 24 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,268,feminino,solteiro(a),21 a 24 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,2,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,2,feminino,solteiro(a),20 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,198,masculino,casado(a),60 a 64 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,54,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,336,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,421,masculino,solteiro(a),17 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,2,feminino,solteiro(a),70 a 74 anos,ensino fundamental incompleto,1,0,1,0
2022,PB,2507507,20516,biometrico,77,187,masculino,solteiro(a),16 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,391,masculino,solteiro(a),19 anos,ensino superior incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,378,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,149,feminino,solteiro(a),18 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,1,78,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,57,feminino,solteiro(a),17 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,374,masculino,solteiro(a),16 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,188,feminino,solteiro(a),65 a 69 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,144,masculino,solteiro(a),20 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,76,387,feminino,solteiro(a),20 anos,ensino superior incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,292,feminino,solteiro(a),18 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,77,202,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,173,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,262,feminino,solteiro(a),17 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,194,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,587,feminino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,31,feminino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,645,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,386,masculino,solteiro(a),19 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,1,73,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,230,masculino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,68,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,262,feminino,solteiro(a),20 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,475,masculino,solteiro(a),17 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,278,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,38,feminino,solteiro(a),18 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,64,161,feminino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,262,feminino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,76,24,feminino,solteiro(a),20 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,77,398,feminino,divorciado(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,428,feminino,solteiro(a),55 a 59 anos,analfabeto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,325,masculino,solteiro(a),21 a 24 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,133,feminino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,213,masculino,solteiro(a),16 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,76,405,feminino,solteiro(a),21 a 24 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,404,feminino,solteiro(a),19 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,393,masculino,solteiro(a),19 anos,ensino fundamental completo,2,0,0,0
2022,PB,2507507,20516,biometrico,76,317,masculino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,403,feminino,solteiro(a),21 a 24 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,365,feminino,solteiro(a),19 anos,ensino medio incompleto,2,0,1,0
2022,PB,2507507,20516,biometrico,64,3,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,204,feminino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,306,masculino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,328,feminino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,142,feminino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,208,masculino,casado(a),35 a 39 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,170,masculino,solteiro(a),35 a 39 anos,le e escreve,1,0,0,0
2022,PB,2507507,20516,biometrico,77,245,feminino,solteiro(a),20 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,79,feminino,solteiro(a),17 anos,le e escreve,1,0,0,1
2022,PB,2507507,20516,biometrico,77,206,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,90,masculino,solteiro(a),18 anos,ensino medio completo,5,0,0,0
2022,PB,2507507,20516,biometrico,76,336,feminino,solteiro(a),19 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,70,472,feminino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,157,feminino,solteiro(a),18 anos,ensino superior incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,1,207,masculino,solteiro(a),18 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,214,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,402,feminino,solteiro(a),18 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,70,153,masculino,solteiro(a),60 a 64 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,375,masculino,solteiro(a),20 anos,ensino superior incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,183,masculino,solteiro(a),50 a 54 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,274,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,22,feminino,solteiro(a),18 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,587,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,61,masculino,solteiro(a),20 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,147,masculino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,474,masculino,solteiro(a),35 a 39 anos,le e escreve,1,0,0,0
2022,PB,2507507,20516,biometrico,1,3,masculino,solteiro(a),25 a 29 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,222,feminino,solteiro(a),18 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,76,196,feminino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,64,428,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,400,masculino,solteiro(a),70 a 74 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,180,feminino,solteiro(a),50 a 54 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,131,masculino,solteiro(a),18 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,438,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,6,masculino,solteiro(a),20 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,85,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,223,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,369,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,63,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,77,212,masculino,solteiro(a),16 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,101,feminino,solteiro(a),20 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,57,masculino,solteiro(a),30 a 34 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,186,feminino,solteiro(a),16 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,386,feminino,solteiro(a),20 anos,ensino medio incompleto,4,0,0,0
2022,PB,2507507,20516,biometrico,77,222,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,156,masculino,solteiro(a),45 a 49 anos,le e escreve,1,0,1,0
2022,PB,2507507,20516,biometrico,76,402,feminino,solteiro(a),17 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,28,feminino,solteiro(a),19 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,1,287,feminino,solteiro(a),18 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,77,267,masculino,solteiro(a),17 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,64,140,masculino,viuvo(a),21 a 24 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,79,feminino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,197,feminino,solteiro(a),19 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,644,feminino,solteiro(a),17 anos,ensino medio incompleto,3,0,0,0
2022,PB,2507507,20516,biometrico,76,189,feminino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,662,feminino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,392,feminino,solteiro(a),16 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,1,134,masculino,casado(a),40 a 44 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,393,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,77,182,masculino,solteiro(a),35 a 39 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,4,masculino,solteiro(a),18 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,4,masculino,solteiro(a),19 anos,ensino medio completo,3,0,0,0
2022,PB,2507507,20516,biometrico,64,414,masculino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,132,masculino,solteiro(a),20 anos,ensino medio completo,2,0,0,0
2022,PB,2507507,20516,biometrico,76,35,masculino,solteiro(a),25 a 29 anos,ensino superior completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,383,feminino,solteiro(a),21 a 24 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,64,364,masculino,solteiro(a),17 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,70,146,masculino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,292,masculino,solteiro(a),20 anos,ensino superior incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,102,masculino,solteiro(a),17 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,338,feminino,solteiro(a),50 a 54 anos,analfabeto,1,0,1,0
2022,PB,2507507,20516,biometrico,76,33,masculino,solteiro(a),17 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,35,masculino,solteiro(a),20 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,82,feminino,solteiro(a),18 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,76,35,masculino,solteiro(a),20 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,70,491,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,76,330,feminino,solteiro(a),85 a 89 anos,le e escreve,1,0,0,0
2022,PB,2507507,20516,biometrico,64,82,masculino,solteiro(a),18 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,1,293,masculino,solteiro(a),17 anos,ensino fundamental incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,300,masculino,solteiro(a),19 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,184,masculino,solteiro(a),19 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,76,35,masculino,solteiro(a),17 anos,ensino fundamental completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,411,masculino,solteiro(a),19 anos,ensino medio incompleto,2,0,0,0
2022,PB,2507507,20516,biometrico,77,300,masculino,solteiro(a),21 a 24 anos,ensino medio completo,1,0,0,0
2022,PB,2507507,20516,biometrico,64,245,masculino,solteiro(a),17 anos,ensino medio incompleto,1,0,0,0
2022,PB,2507507,20516,biometrico,77,152,feminino,solteiro(a),19 anos,ensino fundamental incompleto,1,0,0,0
