id,turno,regiao,estado,municipio,zona,local,secao,vPresA22,vPresB13,vPresNulo,vPresBranco,vGovA,vGovB,vGovNulo,vGovBranco,qEleitAptos,qComparecimento,qEleitLibCodigo,qEleitBiometrico,modelUrna,jaVotou,arquivoBU,dataHoraAbertura,dataHoraEncerramento
594613,2,NE,PB,20516,1,1350,223,151,165,7,4,151,168,8,0,370,327,16,296,UE2020,,o00407-2051600010223.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:47.000000
594615,2,NE,PB,20516,1,1350,104,189,142,10,4,156,152,18,6,392,345,10,318,UE2020,,o00407-2051600010104.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:38.000000
594616,2,NE,PB,20516,1,1376,125,104,152,4,5,132,112,11,4,300,265,15,229,UE2020,,o00407-2051600010125.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:48.000000
594617,2,NE,PB,20516,1,1210,60,146,164,18,6,159,129,31,10,399,334,20,327,UE2020,1,o00407-2051600010060.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:36.000000
594618,2,NE,PB,20516,1,1422,142,144,153,24,7,172,109,32,11,397,328,18,325,UE2020,,o00407-2051600010142.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:20.000000
594619,2,NE,PB,20516,1,1430,145,143,168,13,8,184,119,16,9,401,332,22,282,UE2020,,o00407-2051600010145.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:00.000000
594620,2,NE,PB,20516,1,1473,162,166,172,9,3,173,154,17,6,421,350,44,349,UE2020,,o00407-2051600010162.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:44.000000
594621,2,NE,PB,20516,1,1252,88,135,174,26,4,159,140,31,9,392,339,24,323,UE2020,,o00407-2051600010088.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:20.000000
594622,2,NE,PB,20516,1,1414,134,136,156,11,5,169,105,26,8,364,308,23,293,UE2020,,o00407-2051600010134.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:45.000000
594623,2,NE,PB,20516,1,1341,110,178,161,8,2,188,142,9,4,396,349,29,323,UE2020,,o00407-2051600010110.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:54.000000
594624,2,NE,PB,20516,1,1627,253,171,166,19,5,202,114,30,15,430,361,12,352,UE2020,,o00407-2051600010253.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:32.000000
594625,2,NE,PB,20516,1,1139,33,170,140,16,0,174,124,22,3,397,326,22,292,UE2020,1,o00407-2051600010033.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:01.000000
594626,2,NE,PB,20516,1,1457,158,170,142,9,4,185,112,19,7,398,325,17,317,UE2020,,o00407-2051600010158.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:40.000000
594627,2,NE,PB,20516,1,1236,75,148,171,21,2,153,166,17,3,396,342,8,320,UE2020,,o00407-2051600010075.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:34.000000
594628,2,NE,PB,20516,1,1449,149,165,151,21,6,207,104,25,7,393,343,12,312,UE2020,1,o00407-2051600010149.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:59.000000
594629,2,NE,PB,20516,1,1740,326,178,179,8,5,176,156,16,7,419,370,20,336,UE2020,1,o00407-2051600010326.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:16.000000
594630,2,NE,PB,20516,1,1040,1,139,144,9,5,131,141,24,1,337,297,16,286,UE2020,,o00407-2051600010001.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:39.000000
594631,2,NE,PB,20516,1,1708,299,120,181,11,1,144,148,14,1,347,313,10,305,UE2020,,o00407-2051600010299.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:17.000000
594632,2,NE,PB,20516,1,1678,282,107,159,9,6,127,135,14,5,316,281,19,254,UE2020,,o00407-2051600010282.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:16.000000
594633,2,NE,PB,20516,1,1066,13,118,117,11,4,118,108,20,4,291,250,12,246,UE2020,,o00407-2051600010013.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:14.000000
594634,2,NE,PB,20516,1,1449,194,155,171,13,4,187,133,16,7,395,343,10,314,UE2020,,o00407-2051600010194.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:21.000000
594635,2,NE,PB,20516,1,1406,130,142,173,16,2,168,126,31,8,390,333,8,316,UE2020,,o00407-2051600010130.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:05.000000
594636,2,NE,PB,20516,1,1414,135,133,162,15,5,166,121,21,7,365,315,5,303,UE2020,,o00407-2051600010135.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:27.000000
594637,2,NE,PB,20516,1,1198,225,162,145,18,7,162,117,38,15,383,332,14,332,UE2020,,o00407-2051600010225.bu,2022-10-30 08:00:01.000000,2022-10-30 17:04:26.000000
594638,2,NE,PB,20516,1,1341,111,193,148,8,7,186,144,12,7,401,356,21,325,UE2020,,o00407-2051600010111.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:10.000000
594639,2,NE,PB,20516,1,1627,252,187,138,17,6,211,96,26,15,424,348,16,348,UE2020,2,o00407-2051600010252.bu,2022-10-30 08:00:02.000000,2022-10-30 17:00:34.000000
594640,2,NE,PB,20516,1,1457,155,165,160,13,3,188,117,27,5,398,341,9,325,UE2020,,o00407-2051600010155.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:48.000000
594641,2,NE,PB,20516,1,1295,96,155,165,10,5,146,163,14,9,393,335,21,325,UE2020,,o00407-2051600010096.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:32.000000
594642,2,NE,PB,20516,1,1210,58,139,187,13,2,164,146,20,9,397,341,9,320,UE2020,,o00407-2051600010058.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:19.000000
594643,2,NE,PB,20516,1,1198,229,153,135,22,6,164,110,35,7,377,316,16,316,UE2020,1,o00407-2051600010229.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:24.000000
594644,2,NE,PB,20516,1,1708,302,98,187,8,4,123,152,9,8,346,297,11,236,UE2020,,o00407-2051600010302.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:36.000000
594645,2,NE,PB,20516,1,1201,69,150,174,6,3,158,144,19,7,394,333,15,278,UE2020,,o00407-2051600010069.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:23.000000
594646,2,NE,PB,20516,1,1694,291,174,157,10,3,179,147,9,4,403,344,17,315,UE2020,,o00407-2051600010291.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:46.000000
594647,2,NE,PB,20516,1,1627,249,194,158,22,5,223,115,28,13,437,379,20,379,UE2020,,o00407-2051600010249.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:45.000000
594648,2,NE,PB,20516,1,1198,218,157,150,20,5,180,104,31,17,385,332,10,332,UE2020,,o00407-2051600010218.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:30.000000
594649,2,NE,PB,20516,1,1732,322,118,174,11,1,144,137,14,9,355,304,10,264,UE2020,,o00407-2051600010322.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:34.000000
594650,2,NE,PB,20516,1,1759,203,148,164,8,3,171,130,16,6,353,323,9,314,UE2020,2,o00407-2051600010203.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:45.000000
594651,2,NE,PB,20516,1,1678,284,88,163,13,3,116,137,9,5,314,267,20,233,UE2020,,o00407-2051600010284.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:41.000000
594652,2,NE,PB,20516,1,1651,266,117,188,22,8,167,121,32,8,402,335,26,322,UE2020,1,o00407-2051600010266.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:23.000000
594653,2,NE,PB,20516,1,1538,186,131,177,25,5,175,122,32,9,379,338,9,334,UE2020,1,o00407-2051600010186.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:12.000000
594654,2,NE,PB,20516,1,1457,213,162,163,17,4,192,121,27,6,393,346,6,340,UE2020,,o00407-2051600010213.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:18.000000
594655,2,NE,PB,20516,1,1732,320,126,187,12,2,147,145,25,10,355,327,16,319,UE2020,,o00407-2051600010320.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:35.000000
594656,2,NE,PB,20516,1,1708,301,115,178,8,4,123,153,18,7,347,305,15,302,UE2020,,o00407-2051600010301.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:59.000000
594657,2,NE,PB,20516,1,1686,287,120,190,13,3,135,159,23,5,369,326,7,301,UE2020,,o00407-2051600010287.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:35.000000
594658,2,NE,PB,20516,1,1040,7,152,149,12,3,140,131,14,7,371,316,8,298,UE2020,,o00407-2051600010007.bu,2022-10-30 08:00:01.000000,2022-10-30 17:04:05.000000
594659,2,NE,PB,20516,1,1155,41,152,150,10,3,175,114,20,6,377,315,10,276,UE2020,,o00407-2051600010041.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:52.000000
594660,2,NE,PB,20516,1,1341,112,188,151,6,2,176,149,12,5,402,347,13,315,UE2020,,o00407-2051600010112.bu,2022-10-30 08:00:01.000000,2022-10-30 17:05:03.000000
594661,2,NE,PB,20516,1,1600,245,164,153,17,4,194,111,24,9,395,338,14,338,UE2020,,o00407-2051600010245.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:21.000000
594662,2,NE,PB,20516,1,1333,109,207,161,8,2,207,158,10,3,429,378,20,378,UE2020,,o00407-2051600010109.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:14.000000
594663,2,NE,PB,20516,1,1538,209,147,155,26,1,179,106,35,9,377,329,5,324,UE2020,,o00407-2051600010209.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:01.000000
594664,2,NE,PB,20516,1,1651,270,147,179,7,4,182,119,18,10,403,337,12,273,UE2020,,o00407-2051600010270.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:27.000000
594665,2,NE,PB,20516,1,1473,167,162,183,18,6,177,163,21,8,419,369,5,369,UE2020,,o00407-2051600010167.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:11.000000
594666,2,NE,PB,20516,1,1457,159,157,152,22,8,191,114,23,11,394,339,21,328,UE2020,1,o00407-2051600010159.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:24.000000
594667,2,NE,PB,20516,1,1716,308,123,192,15,6,131,157,25,7,385,336,21,323,UE2020,,o00407-2051600010308.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:28.000000
594668,2,NE,PB,20516,1,1716,304,129,183,15,5,156,133,21,6,384,332,15,315,UE2020,2,o00407-2051600010304.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:35.000000
594669,2,NE,PB,20516,1,1643,257,190,141,9,6,180,145,6,7,403,346,19,338,UE2020,,o00407-2051600010257.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:35.000000
594670,2,NE,PB,20516,1,1252,84,157,165,17,5,172,148,15,6,399,344,14,321,UE2020,,o00407-2051600010084.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:08.000000
594671,2,NE,PB,20516,1,1147,39,144,127,13,4,159,104,20,5,332,288,13,258,UE2020,,o00407-2051600010039.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:23.000000
594672,2,NE,PB,20516,1,1694,292,166,155,10,3,177,135,13,6,400,334,13,308,UE2020,,o00407-2051600010292.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:48.000000
594673,2,NE,PB,20516,1,1295,95,137,174,12,5,151,158,14,5,386,328,16,318,UE2020,,o00407-2051600010095.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:23.000000
594674,2,NE,PB,20516,1,1724,314,185,142,11,5,173,133,17,10,399,343,20,332,UE2020,,o00407-2051600010314.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:29.000000
594675,2,NE,PB,20516,1,1201,90,139,178,15,6,154,156,14,10,396,338,14,283,UE2020,,o00407-2051600010090.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:40.000000
594676,2,NE,PB,20516,1,1724,315,171,149,11,2,174,148,5,2,399,333,8,324,UE2020,,o00407-2051600010315.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:30.000000
594677,2,NE,PB,20516,1,1716,307,114,217,12,3,146,159,15,8,383,346,24,334,UE2020,,o00407-2051600010307.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:30.000000
594678,2,NE,PB,20516,1,1511,174,120,186,17,8,166,134,23,8,375,331,11,288,UE2020,,o00407-2051600010174.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:27.000000
594679,2,NE,PB,20516,1,1236,73,154,161,12,4,168,142,16,5,390,331,10,301,UE2020,,o00407-2051600010073.bu,2022-10-30 08:00:01.000000,2022-10-30 17:05:28.000000
594680,2,NE,PB,20516,1,1112,27,153,175,13,4,155,136,17,8,418,345,11,304,UE2020,,o00407-2051600010027.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:24.000000
594681,2,NE,PB,20516,1,1287,205,147,150,9,3,157,140,6,3,348,309,16,307,UE2020,,o00407-2051600010205.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:03.000000
594682,2,NE,PB,20516,1,1163,47,152,165,12,5,160,149,15,5,397,334,17,325,UE2020,,o00407-2051600010047.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:09.000000
594683,2,NE,PB,20516,1,1414,133,124,151,28,3,150,113,38,5,362,306,18,298,UE2020,,o00407-2051600010133.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:24.000000
594684,2,NE,PB,20516,1,1198,53,156,149,17,4,176,117,28,5,386,326,10,326,UE2020,,o00407-2051600010053.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:54.000000
594685,2,NE,PB,20516,1,1473,165,156,174,20,5,177,146,25,7,410,355,8,355,UE2020,,o00407-2051600010165.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:44.000000
594686,2,NE,PB,20516,1,1449,199,161,171,13,6,210,111,20,10,398,351,12,314,UE2020,,o00407-2051600010199.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:17.000000
594687,2,NE,PB,20516,1,1694,296,161,176,11,4,155,173,11,8,396,352,16,313,UE2020,,o00407-2051600010296.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:00.000000
594688,2,NE,PB,20516,1,1660,280,188,159,5,2,177,145,15,4,400,354,26,332,UE2020,1,o00407-2051600010280.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:42.000000
594689,2,NE,PB,20516,1,1406,132,173,129,22,4,190,94,32,12,383,328,10,306,UE2020,,o00407-2051600010132.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:42.000000
594690,2,NE,PB,20516,1,1252,86,153,170,16,8,174,142,22,9,394,347,24,329,UE2020,,o00407-2051600010086.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:48.000000
594691,2,NE,PB,20516,1,1694,294,159,157,13,2,154,154,17,3,398,331,8,287,UE2020,,o00407-2051600010294.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:16.000000
594692,2,NE,PB,20516,1,1422,141,146,156,26,8,189,92,37,15,396,336,8,335,UE2020,,o00407-2051600010141.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:37.000000
594693,2,NE,PB,20516,1,1643,259,179,144,9,8,187,133,9,3,398,340,20,326,UE2020,,o00407-2051600010259.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:50.000000
594694,2,NE,PB,20516,1,1457,152,165,161,11,3,205,110,22,3,391,340,18,329,UE2020,1,o00407-2051600010152.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:36.000000
594695,2,NE,PB,20516,1,1627,237,144,195,23,4,191,136,35,4,427,366,14,366,UE2020,,o00407-2051600010237.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:34.000000
594696,2,NE,PB,20516,1,1198,55,144,134,22,5,160,108,28,9,381,305,13,305,UE2020,2,o00407-2051600010055.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:48.000000
594697,2,NE,PB,20516,1,1350,118,182,164,6,1,162,160,13,4,391,353,26,327,UE2020,,o00407-2051600010118.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:33.000000
594698,2,NE,PB,20516,1,1163,44,146,176,11,6,168,141,23,5,399,339,22,328,UE2020,,o00407-2051600010044.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:20.000000
594699,2,NE,PB,20516,1,1368,121,219,125,13,4,201,125,18,4,404,361,15,339,UE2020,,o00407-2051600010121.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:20.000000
594700,2,NE,PB,20516,1,1350,115,167,155,6,4,170,135,21,6,371,332,25,306,UE2020,,o00407-2051600010115.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:13.000000
594701,2,NE,PB,20516,1,1740,327,177,163,17,7,171,161,15,6,418,364,14,337,UE2020,,o00407-2051600010327.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:39.000000
594702,2,NE,PB,20516,1,1368,119,208,120,8,4,183,124,17,9,404,340,14,319,UE2020,,o00407-2051600010119.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:26.000000
594703,2,NE,PB,20516,1,1163,46,147,165,11,4,155,139,22,9,397,327,15,315,UE2020,,o00407-2051600010046.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:24.000000
594704,2,NE,PB,20516,1,1600,230,139,173,20,4,184,121,21,9,391,336,7,336,UE2020,1,o00407-2051600010230.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:39.000000
594705,2,NE,PB,20516,1,1139,31,178,145,10,3,193,129,9,5,400,336,15,296,UE2020,1,o00407-2051600010031.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:38.000000
594706,2,NE,PB,20516,1,1139,32,167,149,12,5,189,121,16,5,400,333,17,299,UE2020,,o00407-2051600010032.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:11.000000
594707,2,NE,PB,20516,1,1600,238,158,149,18,7,197,103,24,8,390,332,9,331,UE2020,1,o00407-2051600010238.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:20.000000
594708,2,NE,PB,20516,1,1139,208,137,180,12,5,165,142,19,3,401,334,17,232,UE2020,,o00407-2051600010208.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:49.000000
594709,2,NE,PB,20516,1,1457,153,156,169,17,5,181,132,24,10,392,347,12,332,UE2020,1,o00407-2051600010153.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:07.000000
594710,2,NE,PB,20516,1,1350,184,172,142,10,4,159,151,13,5,371,328,24,302,UE2020,,o00407-2051600010184.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:53.000000
594711,2,NE,PB,20516,1,1651,272,182,140,15,3,185,123,22,3,404,340,11,335,UE2020,1,o00407-2051600010272.bu,2022-10-30 08:01:29.000000,2022-10-30 17:01:53.000000
594712,2,NE,PB,20516,1,1147,224,127,139,8,5,136,122,14,4,331,279,10,251,UE2020,,o00407-2051600010224.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:16.000000
594713,2,NE,PB,20516,1,1759,67,144,154,16,7,168,128,17,8,353,321,20,319,UE2020,,o00407-2051600010067.bu,2022-10-30 08:00:18.000000,2022-10-30 17:02:13.000000
594714,2,NE,PB,20516,1,1457,220,187,153,13,5,208,114,24,12,389,358,7,353,UE2020,,o00407-2051600010220.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:13.000000
594715,2,NE,PB,20516,1,1538,236,131,158,18,8,172,106,29,8,380,315,7,310,UE2020,,o00407-2051600010236.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:17.000000
594716,2,NE,PB,20516,1,1414,137,130,156,16,6,155,119,25,6,367,308,17,293,UE2020,,o00407-2051600010137.bu,2022-10-30 08:00:18.000000,2022-10-30 17:00:24.000000
594717,2,NE,PB,20516,1,1686,289,113,187,16,4,124,171,21,4,365,320,9,311,UE2020,,o00407-2051600010289.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:01.000000
594718,2,NE,PB,20516,1,1333,106,224,139,5,2,205,141,21,3,426,370,11,369,UE2020,,o00407-2051600010106.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:26.000000
594719,2,NE,PB,20516,1,1627,254,142,206,26,5,195,146,31,7,437,379,24,378,UE2020,1,o00407-2051600010254.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:02.000000
594720,2,NE,PB,20516,1,1031,3,155,161,13,1,157,131,16,6,412,330,13,286,UE2020,,o00407-2051600010003.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:19.000000
594721,2,NE,PB,20516,1,1210,62,137,184,15,2,162,145,23,8,397,338,6,323,UE2020,,o00407-2051600010062.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:41.000000
594722,2,NE,PB,20516,1,1171,50,159,164,13,4,164,139,30,7,398,340,7,340,UE2020,,o00407-2051600010050.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:52.000000
594723,2,NE,PB,20516,1,1112,28,156,178,12,8,153,144,21,4,419,354,30,326,UE2020,1,o00407-2051600010028.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:42.000000
594724,2,NE,PB,20516,1,1538,180,128,158,22,4,161,113,31,6,381,312,15,307,UE2020,2,o00407-2051600010180.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:17.000000
594725,2,NE,PB,20516,1,1244,80,142,162,11,3,156,139,15,8,366,318,22,299,UE2020,,o00407-2051600010080.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:29.000000
594726,2,NE,PB,20516,1,1350,114,176,164,4,4,153,160,14,7,393,348,14,331,UE2020,,o00407-2051600010114.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:04.000000
594727,2,NE,PB,20516,1,1686,290,127,182,13,5,135,164,23,5,366,327,23,317,UE2020,,o00407-2051600010290.bu,2022-10-30 08:00:01.000000,2022-10-30 17:07:39.000000
594728,2,NE,PB,20516,1,1678,283,110,196,9,2,114,141,19,8,366,317,20,283,UE2020,,o00407-2051600010283.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:22.000000
594729,2,NE,PB,20516,1,1538,177,126,152,24,7,162,115,27,5,378,309,14,301,UE2020,,o00407-2051600010177.bu,2022-10-30 08:00:53.000000,2022-10-30 17:02:43.000000
594730,2,NE,PB,20516,1,1554,217,179,172,17,3,211,115,34,11,420,371,11,369,UE2020,1,o00407-2051600010217.bu,2022-10-30 08:05:55.000000,2022-10-30 17:00:58.000000
594731,2,NE,PB,20516,1,1643,258,182,148,13,5,163,157,11,8,398,348,17,339,UE2020,,o00407-2051600010258.bu,2022-10-30 08:00:01.000000,2022-10-30 17:04:48.000000
594732,2,NE,PB,20516,1,1201,70,165,163,6,3,157,159,15,4,398,337,10,291,UE2020,,o00407-2051600010070.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:40.000000
594733,2,NE,PB,20516,1,1295,97,149,173,9,4,157,157,10,7,394,335,25,320,UE2020,,o00407-2051600010097.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:27.000000
594734,2,NE,PB,20516,1,1201,56,181,158,9,3,182,143,14,5,397,351,9,303,UE2020,1,o00407-2051600010056.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:29.000000
594735,2,NE,PB,20516,1,1406,129,145,156,22,3,173,114,27,4,395,326,9,304,UE2020,1,o00407-2051600010129.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:56.000000
594736,2,NE,PB,20516,1,1244,100,165,138,10,2,157,142,14,2,361,315,7,313,UE2020,,o00407-2051600010100.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:05.000000
594737,2,NE,PB,20516,1,1740,324,164,183,16,6,180,145,27,5,416,369,22,333,UE2020,,o00407-2051600010324.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:25.000000
594738,2,NE,PB,20516,1,1252,87,147,180,14,0,168,147,23,3,393,341,15,325,UE2020,,o00407-2051600010087.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:44.000000
594739,2,NE,PB,20516,1,1147,38,129,124,9,6,138,110,13,7,328,268,6,237,UE2020,,o00407-2051600010038.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:44.000000
594740,2,NE,PB,20516,1,1457,151,154,186,7,6,183,136,25,9,393,353,14,347,UE2020,,o00407-2051600010151.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:36.000000
594741,2,NE,PB,20516,1,1449,148,151,163,12,6,183,117,24,7,399,332,13,296,UE2020,,o00407-2051600010148.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:29.000000
594742,2,NE,PB,20516,1,1201,91,155,167,11,6,147,159,18,11,395,339,31,283,UE2020,,o00407-2051600010091.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:55.000000
594743,2,NE,PB,20516,1,1490,196,144,177,17,4,175,145,19,3,386,342,12,305,UE2020,,o00407-2051600010196.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:06.000000
594744,2,NE,PB,20516,1,1694,335,171,148,9,10,174,145,9,7,397,338,11,262,UE2020,,o00407-2051600010335.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:25.000000
594745,2,NE,PB,20516,1,1430,144,180,143,10,5,182,125,17,9,401,338,11,290,UE2020,,o00407-2051600010144.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:37.000000
594746,2,NE,PB,20516,1,1236,76,140,168,17,5,157,144,20,7,393,330,16,313,UE2020,1,o00407-2051600010076.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:05.000000
594747,2,NE,PB,20516,1,1422,204,136,182,22,8,190,111,31,14,397,348,16,344,UE2020,,o00407-2051600010204.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:54.000000
594748,2,NE,PB,20516,1,1651,273,149,170,9,6,182,119,19,2,408,334,18,316,UE2020,,o00407-2051600010273.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:05.000000
594749,2,NE,PB,20516,1,1651,261,122,204,23,3,192,111,39,6,405,352,25,351,UE2020,,o00407-2051600010261.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:05.000000
594750,2,NE,PB,20516,1,1694,293,172,176,6,4,174,158,17,5,403,358,11,327,UE2020,,o00407-2051600010293.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:36.000000
594751,2,NE,PB,20516,1,1732,321,112,176,13,5,138,138,28,2,357,306,9,295,UE2020,,o00407-2051600010321.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:01.000000
594752,2,NE,PB,20516,1,1287,93,150,133,9,4,130,145,15,5,347,296,21,292,UE2020,,o00407-2051600010093.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:27.000000
594753,2,NE,PB,20516,1,1716,309,124,171,18,1,132,142,23,5,383,314,21,299,UE2020,,o00407-2051600010309.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:41.000000
594754,2,NE,PB,20516,1,1201,35,144,177,14,7,154,168,12,4,397,342,13,284,UE2020,,o00407-2051600010035.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:50.000000
594755,2,NE,PB,20516,1,1511,176,142,161,15,2,174,114,25,7,371,320,16,274,UE2020,,o00407-2051600010176.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:25.000000
594756,2,NE,PB,20516,1,1740,330,188,160,10,7,167,168,10,5,414,365,10,342,UE2020,1,o00407-2051600010330.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:53.000000
