id,turno,regiao,estado,municipio,zona,local,secao,vPresA22,vPresB13,vPresNulo,vPresBranco,vGovA,vGovB,vGovNulo,vGovBranco,qEleitAptos,qComparecimento,qEleitLibCodigo,qEleitBiometrico,modelUrna,jaVotou,arquivoBU,dataHoraAbertura,dataHoraEncerramento
595399,2,NE,PB,20516,76,1503,181,172,163,7,4,174,150,12,6,397,346,15,312,UE2020,,o00407-2051600760181.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:41.000000
595400,2,NE,PB,20516,76,1449,49,187,113,11,2,173,116,13,4,376,313,28,307,UE2020,,o00407-2051600760049.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:22.000000
595401,2,NE,PB,20516,76,1066,18,188,173,10,2,186,147,17,4,439,373,51,341,UE2020,,o00407-2051600760018.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:13.000000
595402,2,NE,PB,20516,76,1341,388,166,188,10,8,173,179,15,5,397,372,9,236,UE2020,1,o00407-2051600760388.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:20.000000
595403,2,NE,PB,20516,76,1759,328,161,145,8,8,156,147,12,7,386,322,13,293,UE2020,,o00407-2051600760328.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:59.000000
595404,2,NE,PB,20516,76,1449,279,172,124,7,2,165,116,10,8,381,305,17,295,UE2020,,o00407-2051600760279.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:18.000000
595405,2,NE,PB,20516,76,1457,368,191,183,8,5,173,153,13,8,445,387,7,306,UE2020,,o00407-2051600760368.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:59.000000
595406,2,NE,PB,20516,76,1490,30,175,156,10,5,187,135,20,4,392,346,20,329,UE2020,,o00407-2051600760030.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:01.000000
595407,2,NE,PB,20516,76,1015,297,194,157,11,2,179,154,12,8,403,364,12,357,UE2020,,o00407-2051600760297.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:48.000000
595408,2,NE,PB,20516,76,1309,265,128,185,22,6,159,149,23,10,392,341,22,339,UE2020,,o00407-2051600760265.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:12.000000
595409,2,NE,PB,20516,76,1139,54,157,159,14,5,149,141,19,2,387,335,15,319,UE2020,,o00407-2051600760054.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:50.000000
595410,2,NE,PB,20516,76,1589,264,167,146,6,3,159,145,12,5,388,322,28,308,UE2020,,o00407-2051600760264.bu,2022-10-30 08:01:29.000000,2022-10-30 17:00:07.000000
595411,2,NE,PB,20516,76,1821,381,168,147,6,7,187,127,9,5,392,328,12,288,UE2020,,o00407-2051600760381.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:39.000000
595412,2,NE,PB,20516,76,1490,29,153,151,8,2,167,121,19,7,386,314,10,303,UE2020,,o00407-2051600760029.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:37.000000
595413,2,NE,PB,20516,76,1619,262,154,154,5,2,161,137,13,4,386,315,10,309,UE2020,,o00407-2051600760262.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:33.000000
595414,2,NE,PB,20516,76,1821,51,178,151,14,1,175,137,28,4,402,344,19,331,UE2020,,o00407-2051600760051.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:52.000000
595415,2,NE,PB,20516,76,1457,43,207,172,8,3,182,153,13,5,442,390,19,351,UE2020,,o00407-2051600760043.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:41.000000
595416,2,NE,PB,20516,76,1821,384,178,155,11,4,199,139,6,4,398,348,5,138,UE2020,,o00407-2051600760384.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:51.000000
595417,2,NE,PB,20516,76,1503,221,188,143,6,6,175,150,6,6,391,343,14,317,UE2020,,o00407-2051600760221.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:24.000000
595418,2,NE,PB,20516,76,1449,311,175,150,6,3,162,146,10,5,383,334,22,321,UE2020,,o00407-2051600760311.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:31.000000
595419,2,NE,PB,20516,76,1449,166,167,149,6,2,171,129,10,3,378,324,18,306,UE2020,,o00407-2051600760166.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:23.000000
595420,2,NE,PB,20516,76,1708,215,118,221,12,5,127,197,20,6,409,356,14,348,UE2020,,o00407-2051600760215.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:43.000000
595421,2,NE,PB,20516,76,1449,341,179,138,6,2,172,127,10,6,381,325,15,309,UE2020,,o00407-2051600760341.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:58.000000
595422,2,NE,PB,20516,76,1872,396,110,246,5,4,117,223,10,10,397,365,16,233,UE2020,,o00407-2051600760396.bu,2022-10-30 08:00:01.000000,2022-10-30 17:06:54.000000
595423,2,NE,PB,20516,76,1449,349,167,131,7,8,156,133,13,4,378,313,18,299,UE2020,,o00407-2051600760349.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:14.000000
595424,2,NE,PB,20516,76,1503,156,185,147,6,5,176,151,10,6,404,343,16,317,UE2020,,o00407-2051600760156.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:42.000000
595425,2,NE,PB,20516,76,1759,352,161,131,12,4,163,121,15,9,384,308,6,266,UE2020,1,o00407-2051600760352.bu,2022-10-30 08:00:01.000000,2022-10-30 17:07:18.000000
595426,2,NE,PB,20516,76,1570,306,206,126,8,3,179,152,10,2,392,343,9,330,UE2020,,o00407-2051600760306.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:51.000000
595427,2,NE,PB,20516,76,1724,377,128,142,10,6,138,123,15,10,389,286,13,269,UE2020,,o00407-2051600760377.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:14.000000
595428,2,NE,PB,20516,76,1708,317,155,186,11,4,164,171,12,3,412,356,15,345,UE2020,,o00407-2051600760317.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:21.000000
595429,2,NE,PB,20516,76,1139,57,172,142,15,7,162,120,20,4,389,336,27,319,UE2020,,o00407-2051600760057.bu,2022-10-30 08:00:01.000000,2022-10-30 17:04:18.000000
595430,2,NE,PB,20516,76,1821,170,181,162,12,5,211,116,21,12,404,360,16,351,UE2020,1,o00407-2051600760170.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:20.000000
595431,2,NE,PB,20516,76,1368,190,138,182,8,6,141,177,11,5,382,334,6,321,UE2020,,o00407-2051600760190.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:56.000000
595432,2,NE,PB,20516,76,1465,404,179,184,9,7,195,159,11,14,415,379,7,238,UE2020,,o00407-2051600760404.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:23.000000
595433,2,NE,PB,20516,76,1465,400,224,143,5,4,230,126,12,8,419,376,4,298,UE2020,1,o00407-2051600760400.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:36.000000
595434,2,NE,PB,20516,76,1074,34,153,166,8,9,159,147,16,6,398,336,15,319,UE2020,,o00407-2051600760034.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:33.000000
595435,2,NE,PB,20516,76,1708,323,142,204,4,4,141,184,16,8,409,354,5,347,UE2020,,o00407-2051600760323.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:58.000000
595436,2,NE,PB,20516,76,1686,288,187,112,3,1,147,136,11,9,353,303,24,303,UE2020,,o00407-2051600760288.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:19.000000
595437,2,NE,PB,20516,76,1724,343,157,161,14,4,167,148,16,5,401,336,13,323,UE2020,,o00407-2051600760343.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:28.000000
595438,2,NE,PB,20516,76,1759,232,162,151,11,13,192,124,17,4,382,337,10,310,UE2020,,o00407-2051600760232.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:34.000000
595439,2,NE,PB,20516,76,1341,5,187,141,5,8,175,151,9,6,403,341,40,325,UE2020,,o00407-2051600760005.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:47.000000
595440,2,NE,PB,20516,76,1074,36,150,172,11,5,158,151,17,3,401,338,18,322,UE2020,,o00407-2051600760036.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:10.000000
595441,2,NE,PB,20516,76,1821,391,171,190,6,11,183,176,7,12,405,378,10,211,UE2020,,o00407-2051600760391.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:27.000000
595442,2,NE,PB,20516,76,1449,10,175,126,11,1,164,113,16,6,381,313,35,299,UE2020,,o00407-2051600760010.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:42.000000
595443,2,NE,PB,20516,76,1694,271,155,157,9,2,161,146,13,3,377,323,16,316,UE2020,,o00407-2051600760271.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:53.000000
595444,2,NE,PB,20516,76,1309,131,145,176,15,3,152,166,15,6,394,339,31,333,UE2020,,o00407-2051600760131.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:46.000000
595445,2,NE,PB,20516,76,1309,207,143,191,13,3,162,158,22,8,392,350,12,341,UE2020,,o00407-2051600760207.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:16.000000
595446,2,NE,PB,20516,76,1708,128,144,199,11,3,154,174,17,8,411,357,33,349,UE2020,,o00407-2051600760128.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:27.000000
595447,2,NE,PB,20516,76,1325,359,116,162,11,8,140,117,26,14,381,297,9,276,UE2020,1,o00407-2051600760359.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:08.000000
595448,2,NE,PB,20516,76,1015,2,179,147,12,2,181,143,8,3,408,340,25,329,UE2020,,o00407-2051600760002.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:17.000000
595449,2,NE,PB,20516,76,1503,185,179,130,12,4,167,135,11,6,393,325,21,298,UE2020,,o00407-2051600760185.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:10.000000
595450,2,NE,PB,20516,76,1830,92,170,139,5,3,175,128,10,4,372,317,2,299,UE2020,,o00407-2051600760092.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:56.000000
595451,2,NE,PB,20516,76,1066,21,205,156,5,5,209,128,14,4,443,371,8,338,UE2020,,o00407-2051600760021.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:12.000000
595452,2,NE,PB,20516,76,1880,263,199,130,7,6,165,148,8,8,392,342,26,327,UE2020,,o00407-2051600760263.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:21.000000
595453,2,NE,PB,20516,76,1740,312,190,137,10,3,184,137,10,6,397,340,30,325,UE2020,,o00407-2051600760312.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:04.000000
595454,2,NE,PB,20516,76,1139,168,153,156,16,3,150,134,15,7,392,328,8,308,UE2020,,o00407-2051600760168.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:48.000000
595455,2,NE,PB,20516,76,1465,405,157,209,3,2,173,182,9,7,417,371,12,270,UE2020,,o00407-2051600760405.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:53.000000
595456,2,NE,PB,20516,76,1694,122,143,169,9,3,156,149,16,3,386,324,17,313,UE2020,,o00407-2051600760122.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:35.000000
595457,2,NE,PB,20516,76,1104,11,202,140,6,11,194,148,12,5,422,359,25,343,UE2020,,o00407-2051600760011.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:21.000000
595458,2,NE,PB,20516,76,1465,313,200,164,7,3,197,164,9,4,417,374,17,362,UE2020,,o00407-2051600760313.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:31.000000
595459,2,NE,PB,20516,76,1686,42,164,129,8,5,163,131,10,2,365,306,18,304,UE2020,,o00407-2051600760042.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:38.000000
595460,2,NE,PB,20516,76,1570,248,186,120,11,2,177,124,14,4,388,319,21,310,UE2020,,o00407-2051600760248.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:32.000000
595461,2,NE,PB,20516,76,1619,4,155,152,11,6,149,153,10,6,394,324,15,314,UE2020,,o00407-2051600760004.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:20.000000
595462,2,NE,PB,20516,76,1465,240,170,180,8,9,195,156,10,6,415,367,14,346,UE2020,,o00407-2051600760240.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:39.000000
595463,2,NE,PB,20516,76,1830,227,163,140,7,4,177,124,9,4,371,314,15,305,UE2020,1,o00407-2051600760227.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:59.000000
595464,2,NE,PB,20516,76,1066,17,204,156,15,6,192,141,17,11,441,381,22,348,UE2020,,o00407-2051600760017.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:26.000000
595465,2,NE,PB,20516,76,1449,48,184,128,12,3,181,118,9,9,381,327,14,311,UE2020,,o00407-2051600760048.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:43.000000
595466,2,NE,PB,20516,76,1503,178,160,166,9,4,162,149,14,7,397,339,20,308,UE2020,,o00407-2051600760178.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:07.000000
595467,2,NE,PB,20516,76,1341,183,181,142,9,8,171,146,16,7,405,340,15,315,UE2020,,o00407-2051600760183.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:37.000000
595468,2,NE,PB,20516,76,1490,25,145,171,7,2,164,136,20,5,386,325,13,308,UE2020,,o00407-2051600760025.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:14.000000
595469,2,NE,PB,20516,76,1368,285,138,176,14,4,153,156,19,4,386,332,21,318,UE2020,,o00407-2051600760285.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:19.000000
595470,2,NE,PB,20516,76,1449,331,175,125,7,6,160,128,7,4,380,313,16,307,UE2020,,o00407-2051600760331.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:15.000000
595471,2,NE,PB,20516,76,1562,219,135,175,11,2,153,153,15,2,383,323,12,308,UE2020,,o00407-2051600760219.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:25.000000
595472,2,NE,PB,20516,76,1872,393,107,253,3,0,118,225,10,7,399,363,7,223,UE2020,1,o00407-2051600760393.bu,2022-10-30 08:00:01.000000,2022-10-30 17:05:10.000000
595473,2,NE,PB,20516,76,1589,336,183,122,8,4,157,131,20,6,388,317,14,300,UE2020,,o00407-2051600760336.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:45.000000
595474,2,NE,PB,20516,76,1341,392,183,186,6,5,203,157,10,10,409,380,9,245,UE2020,,o00407-2051600760392.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:28.000000
595475,2,NE,PB,20516,76,1449,316,194,128,5,1,167,145,13,3,373,328,20,319,UE2020,,o00407-2051600760316.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:23.000000
595476,2,NE,PB,20516,76,1570,303,197,133,6,2,170,157,7,4,391,338,18,329,UE2020,1,o00407-2051600760303.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:51.000000
595477,2,NE,PB,20516,76,1686,210,147,147,7,4,166,123,8,8,354,305,11,304,UE2020,,o00407-2051600760210.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:54.000000
595478,2,NE,PB,20516,76,1104,14,189,142,8,3,187,145,6,4,414,342,22,325,UE2020,,o00407-2051600760014.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:10.000000
595479,2,NE,PB,20516,76,1015,374,175,147,10,6,169,145,12,5,410,338,18,327,UE2020,,o00407-2051600760374.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:28.000000
595480,2,NE,PB,20516,76,1015,157,203,141,8,2,183,137,14,9,409,354,16,342,UE2020,1,o00407-2051600760157.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:47.000000
595481,2,NE,PB,20516,76,1694,120,139,172,15,3,143,163,14,9,382,329,14,319,UE2020,3,o00407-2051600760120.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:44.000000
595482,2,NE,PB,20516,76,1880,173,183,139,5,6,167,143,2,8,390,333,12,326,UE2020,,o00407-2051600760173.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:50.000000
595483,2,NE,PB,20516,76,1341,163,187,142,8,2,181,145,10,3,400,339,16,325,UE2020,,o00407-2051600760163.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:10.000000
595484,2,NE,PB,20516,76,1368,201,128,189,9,3,139,174,14,2,375,329,15,322,UE2020,,o00407-2051600760201.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:25.000000
595485,2,NE,PB,20516,76,1759,361,160,127,7,1,156,120,13,6,383,295,7,275,UE2020,,o00407-2051600760361.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:17.000000
595486,2,NE,PB,20516,64,1406,162,158,158,14,1,180,122,24,5,387,331,11,311,UE2020,2,o00407-2051600640162.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:35.000000
595487,2,NE,PB,20516,64,2062,125,151,154,18,4,173,122,26,6,385,327,18,317,UE2020,1,o00407-2051600640125.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:19.000000
595488,2,NE,PB,20516,64,1171,60,158,136,20,2,166,128,19,1,373,316,21,286,UE2020,,o00407-2051600640060.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:50.000000
595489,2,NE,PB,20516,64,1660,104,175,178,18,5,195,137,31,11,445,376,11,364,UE2020,,o00407-2051600640104.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:27.000000
595490,2,NE,PB,20516,64,1910,397,115,171,13,5,153,100,40,8,346,304,7,291,UE2020,,o00407-2051600640397.bu,2022-10-30 08:00:01.000000,2022-10-30 17:06:07.000000
595491,2,NE,PB,20516,64,1678,145,110,126,21,8,134,93,30,8,305,265,6,255,UE2020,,o00407-2051600640145.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:36.000000
595492,2,NE,PB,20516,64,1260,253,194,174,13,7,196,157,20,7,448,388,12,374,UE2020,2,o00407-2051600640253.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:01.000000
595493,2,NE,PB,20516,64,1066,269,114,162,18,1,156,114,23,2,342,295,7,288,UE2020,,o00407-2051600640269.bu,2022-10-30 08:00:25.000000,2022-10-30 17:01:16.000000
595494,2,NE,PB,20516,64,1244,88,156,147,15,3,156,143,18,4,375,321,19,309,UE2020,,o00407-2051600640088.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:42.000000
595495,2,NE,PB,20516,64,1376,150,143,169,15,1,160,136,27,5,388,328,18,304,UE2020,,o00407-2051600640150.bu,2022-10-30 08:05:04.000000,2022-10-30 17:02:58.000000
595496,2,NE,PB,20516,64,1449,189,151,135,20,5,165,105,32,9,353,311,24,299,UE2020,,o00407-2051600640189.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:14.000000
595497,2,NE,PB,20516,64,1953,433,169,159,17,4,182,139,24,4,384,349,22,343,UE2020,,o00407-2051600640433.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:48.000000
595498,2,NE,PB,20516,64,1082,366,136,168,14,3,165,133,17,6,360,321,16,287,UE2020,,o00407-2051600640366.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:21.000000
595499,2,NE,PB,20516,64,1740,134,112,165,17,3,156,110,25,6,334,297,15,282,UE2020,,o00407-2051600640134.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:06.000000
595500,2,NE,PB,20516,64,1759,9,141,152,11,3,174,112,17,4,353,307,9,303,UE2020,2,o00407-2051600640009.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:47.000000
595501,2,NE,PB,20516,64,1295,389,174,205,16,1,207,136,41,12,463,396,9,329,UE2020,,o00407-2051600640389.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:46.000000
595502,2,NE,PB,20516,64,1600,350,153,144,11,5,178,119,12,4,371,313,6,273,UE2020,,o00407-2051600640350.bu,2022-10-30 08:03:09.000000,2022-10-30 17:00:38.000000
595503,2,NE,PB,20516,64,1350,142,157,190,19,5,196,143,27,5,434,371,19,357,UE2020,,o00407-2051600640142.bu,2022-10-30 08:00:10.000000,2022-10-30 17:01:22.000000
595504,2,NE,PB,20516,64,1449,268,139,134,19,7,160,100,29,10,354,299,8,291,UE2020,,o00407-2051600640268.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:12.000000
595505,2,NE,PB,20516,64,1066,369,136,130,13,6,155,87,32,10,343,285,9,275,UE2020,,o00407-2051600640369.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:46.000000
595506,2,NE,PB,20516,64,1333,473,43,63,4,5,51,54,6,4,136,115,1,37,UE2020,,o00407-2051600640473.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:58.000000
595507,2,NE,PB,20516,64,1244,75,152,140,19,2,162,122,26,3,376,313,15,296,UE2020,,o00407-2051600640075.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:11.000000
595508,2,NE,PB,20516,64,1406,158,159,158,17,3,200,106,21,10,393,337,14,314,UE2020,1,o00407-2051600640158.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:26.000000
595509,2,NE,PB,20516,64,1937,409,159,148,16,4,167,130,24,5,398,327,17,309,UE2020,1,o00407-2051600640409.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:47.000000
595510,2,NE,PB,20516,64,1015,1,122,164,13,5,149,112,28,5,366,304,25,270,UE2020,1,o00407-2051600640001.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:36.000000
595511,2,NE,PB,20516,64,1724,326,151,145,17,5,175,114,21,5,351,318,4,303,UE2020,,o00407-2051600640326.bu,2022-10-30 08:02:12.000000,2022-10-30 17:01:30.000000
595512,2,NE,PB,20516,64,1740,345,131,123,22,4,159,91,23,7,332,280,7,273,UE2020,,o00407-2051600640345.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:13.000000
595513,2,NE,PB,20516,64,1783,344,126,170,13,2,172,106,24,9,362,311,6,285,UE2020,,o00407-2051600640344.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:09.000000
595514,2,NE,PB,20516,64,1970,445,189,124,22,8,192,123,24,4,382,343,2,338,UE2020,,o00407-2051600640445.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:36.000000
595515,2,NE,PB,20516,64,1724,282,147,144,21,4,167,103,37,9,341,316,17,303,UE2020,,o00407-2051600640282.bu,2022-10-30 08:02:24.000000,2022-10-30 17:00:16.000000
595516,2,NE,PB,20516,64,1279,380,131,134,14,4,170,74,24,15,336,283,6,272,UE2020,,o00407-2051600640380.bu,2022-10-30 08:00:01.000000,2022-10-30 17:03:01.000000
595517,2,NE,PB,20516,64,2054,13,117,118,11,1,124,102,15,6,297,247,10,235,UE2020,,o00407-2051600640013.bu,2022-10-30 08:00:02.000000,2022-10-30 17:00:42.000000
595518,2,NE,PB,20516,64,1740,135,107,152,26,5,138,114,32,6,336,290,11,280,UE2020,,o00407-2051600640135.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:21.000000
595519,2,NE,PB,20516,64,1961,438,138,143,15,2,158,118,17,5,349,298,18,289,UE2020,1,o00407-2051600640438.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:30.000000
595520,2,NE,PB,20516,64,1333,130,130,184,21,4,172,131,24,12,400,339,21,334,UE2020,,o00407-2051600640130.bu,2022-10-30 08:00:34.000000,2022-10-30 17:03:06.000000
595521,2,NE,PB,20516,64,1767,111,143,171,16,2,161,133,29,9,390,332,17,332,UE2020,,o00407-2051600640111.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:26.000000
595522,2,NE,PB,20516,64,1406,155,170,133,23,7,196,101,30,6,392,333,13,310,UE2020,5,o00407-2051600640155.bu,2022-10-30 08:00:01.000000,2022-10-30 17:04:44.000000
595523,2,NE,PB,20516,64,1783,367,127,156,11,4,175,103,15,5,362,298,8,274,UE2020,,o00407-2051600640367.bu,2022-10-30 08:00:02.000000,2022-10-30 17:01:22.000000
595524,2,NE,PB,20516,64,1953,430,155,165,14,2,171,127,32,6,385,336,19,329,UE2020,,o00407-2051600640430.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:15.000000
595525,2,NE,PB,20516,64,1945,423,164,145,13,3,183,117,22,3,374,325,19,309,UE2020,,o00407-2051600640423.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:45.000000
595526,2,NE,PB,20516,64,1260,96,197,169,20,5,208,137,27,10,447,391,17,376,UE2020,,o00407-2051600640096.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:27.000000
595527,2,NE,PB,20516,64,1660,373,156,199,19,4,191,143,34,10,438,378,14,363,UE2020,,o00407-2051600640373.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:15.000000
595528,2,NE,PB,20516,64,1171,58,144,152,7,2,151,135,14,4,368,305,17,281,UE2020,,o00407-2051600640058.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:18.000000
595529,2,NE,PB,20516,64,1406,382,165,141,20,4,185,100,34,11,390,330,14,306,UE2020,1,o00407-2051600640382.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:45.000000
595530,2,NE,PB,20516,64,2020,127,148,147,19,3,162,119,31,5,364,317,19,313,UE2020,2,o00407-2051600640127.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:05.000000
595531,2,NE,PB,20516,64,1988,460,165,153,21,1,189,130,12,4,400,340,9,325,UE2020,,o00407-2051600640460.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:12.000000
595532,2,NE,PB,20516,64,1929,403,169,155,25,9,207,96,43,12,396,358,6,340,UE2020,,o00407-2051600640403.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:48.000000
595533,2,NE,PB,20516,64,1996,462,107,183,20,5,155,135,21,4,365,315,16,271,UE2020,,o00407-2051600640462.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:31.000000
595534,2,NE,PB,20516,64,2046,337,99,156,18,4,139,105,27,6,324,277,11,269,UE2020,,o00407-2051600640337.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:12.000000
595535,2,NE,PB,20516,64,1678,249,112,126,22,3,141,83,29,9,308,263,14,250,UE2020,,o00407-2051600640249.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:39.000000
595536,2,NE,PB,20516,64,1317,385,142,160,18,3,163,129,21,10,368,323,7,312,UE2020,,o00407-2051600640385.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:32.000000
595537,2,NE,PB,20516,64,1287,387,135,116,14,6,155,82,24,10,324,271,15,247,UE2020,,o00407-2051600640387.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:46.000000
595538,2,NE,PB,20516,64,2046,351,127,139,15,5,146,108,24,5,326,286,19,281,UE2020,,o00407-2051600640351.bu,2022-10-30 08:00:01.000000,2022-10-30 17:02:39.000000
595539,2,NE,PB,20516,64,1449,284,154,142,18,5,157,120,32,9,356,319,8,299,UE2020,,o00407-2051600640284.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:00.000000
595540,2,NE,PB,20516,64,1767,287,102,139,8,4,142,92,14,5,291,253,8,191,UE2020,,o00407-2051600640287.bu,2022-10-30 08:00:01.000000,2022-10-30 17:00:30.000000
595541,2,NE,PB,20516,64,1708,182,164,144,17,4,166,134,22,7,369,329,19,317,UE2020,,o00407-2051600640182.bu,2022-10-30 08:00:01.000000,2022-10-30 17:01:56.000000
595542,2,NE,PB,20516,64,1449,301,130,158,16,7,174,102,28,6,355,311,15,302,UE2020,,o00407-2051600640301.bu,2022-10-30 08:02:00.000000,2022-10-30 17:02:46.000000
